query,tweet_url,text,scrape_time,hashtags,year,theme,language,governance_score,cosmic_score
"""International Day of Yoga"" since:2016-06-19 until:2016-06-22 lang:es",https://x.com/paluchari/status/744981180173455360,"Ari Paluch
@paluchari
·
Jun 21, 2016
Conduciendo International Day Of Yoga, magnifico India n Beatles con 
@lizarazuok
 en voces, hermosa tarde en Usina",1779360348.378569,[],2016.0,governance_global,es,2,0
"""International Day of Yoga"" since:2016-06-19 until:2016-06-22 lang:es",https://x.com/AcidZoneNet/status/744659308755947521,"AcidZone.net
@AcidZoneNet
·
Jun 20, 2016
Today is the international day of #Yoga & we celebrate it with a big #OM // Hoy es el día internacional del yoga... 
http://
fb.me/450sCoi6D",1779360348.4713988,"['Yoga', 'OM']",2016.0,governance_global,es,2,0
"""International Day of Yoga"" since:2016-06-19 until:2016-06-22 lang:ja",https://x.com/diphda/status/745290430896439296,"diphda
@diphda
·
Jun 22, 2016
見てる：International Day of Yoga from Rajpath 

https://
youtube.com/watch?v=Bt9sZ8
uweUs&t=3057
…",1779360408.321545,[],2016.0,governance_global,ja,2,0
"""International Day of Yoga"" since:2016-06-19 until:2016-06-22 lang:ja",https://x.com/KawakamiSlow/status/745261238020616193,"川上光正スローヨガスタジオ・福岡大名
@KawakamiSlow
·
Jun 21, 2016
＼ International Day of Yoga ／

国連で制定された『国際ヨガの日』
今日は、世界中がヨガの意識で高まりました！
インドではモディ首相が「ヨガを生活の一部に」と... 
http://
fb.me/2Kpikmdvg",1779360408.730624,[],2016.0,governance_global,ja,2,0
"""International Day of Yoga"" since:2016-06-19 until:2016-06-22 lang:ja",https://x.com/hirocom79/status/745109456959070209,"ヒロコ
@hirocom79
·
Jun 21, 2016
International Day of YOGA(国際ヨガデー2016 in 大阪) 
http://
osaka-chushin.jp/archives/32022 
@hyper_arakaki
さんから",1779360409.154805,[],2016.0,governance_global,ja,2,0
"""International Day of Yoga"" since:2016-06-19 until:2016-06-22 lang:ja",https://x.com/g_nishiyama/status/745105825224495104,"George Nishiyama | 西山誠慈
@g_nishiyama
·
Jun 21, 2016
今日は「国際ヨガデー」。WSJの英語サイトでは読者の写真投稿を募集中。インスタグラムかツイッターで#YogaWSJ をつけて写真をアップしてください。詳細はこちら→
http://
on.wsj.com/28IEyNl via 
@WSJ",1779360409.363412,['YogaWSJ'],2016.0,governance_global,ja,1,0
"""International Day of Yoga"" since:2016-06-19 until:2016-06-22 lang:ja",https://x.com/guccie3/status/745043362747559939,"Eiichi Yamaguchi
@guccie3
·
Jun 21, 2016
今日は第２回「ヨガ国際デー」International Day of Yoga ということでインド政府は広報に力を入れている。日本語ページもある。ただ背景にモーディ政権のヒンドゥー至上主義が見え隠れするのが気になる。
http://
idayofyoga.org/index.php?rout
e=common/home
…",1779360412.879636,[],2016.0,governance_global,ja,2,0
"""International Day of Yoga"" since:2016-06-19 until:2016-06-22 lang:ja",https://x.com/michiko_shanti/status/744959731366715392,"ムラヤマ美智子
@michiko_shanti
·
Jun 21, 2016
6/21 本日は国際ヨガデー！ わたくし終日こちらにおります！来てね〜 7:30 〜 全プログラム無料 茅場町直結  International Day of Yoga official event #IDY
Quote
VYS621ヨガ奉り
@621yogamatsuri
·
May 26, 2016
〜全員集合☆ヨガ奉り〜
朝から晩まで様々なヨガのクラスをご準備しております。いつでも出入り自由の入場無料、全クラス完全無料となっております。
興味あるクラス、どんなクラスなのか、体の不調に合わせ… 
https://
instagram.com/p/BF3iUGjxHhq/",1779360412.949779,['IDY'],2016.0,governance_global,ja,2,0
"""International Day of Yoga"" since:2016-06-19 until:2016-06-22 lang:ja",https://x.com/KetutRaditha/status/744656618546094080,"wakuwakubali-tour
@KetutRaditha
·
Jun 20, 2016
昨日の朝 International day of Yoga に行きました。
バリ島でデンパサルレノン広場で行われました。
参加者がバリ中ヨガをやっている方、外国人も多かった。
うちのホムステーのお客さんも参加しました。... 
http://
fb.me/3o5d1T6Px",1779360413.01468,[],2016.0,governance_global,ja,2,0
"""International Day of Yoga"" since:2016-06-19 until:2016-06-22 lang:ja",https://x.com/KetutRaditha/status/744651705090924544,"wakuwakubali-tour
@KetutRaditha
·
Jun 20, 2016
昨日international day of yoga に行きました。
バリ島出身インドネシアの有名人アデライさん【ボディビルダー）と写真取りました。良かった！",1779360413.076567,[],2016.0,governance_global,ja,2,0
"""International Day of Yoga"" since:2016-06-19 until:2016-06-22 lang:ja",https://x.com/osakachushin/status/744650994022113281,"大阪中心 / The Heart of Osaka 
@osakachushin
·
Jun 20, 2016
International Day of YOGA(国際ヨガデー2016 in 大阪)
06/21 大阪国際交流センター2... 
http://
osaka-chushin.jp/?p=32022 #osakachushin #event",1779360413.149281,"['osakachushin', 'event']",2016.0,governance_global,ja,2,0
"""International Day of Yoga"" since:2016-06-19 until:2016-06-22 lang:ja",https://x.com/JadeBox_BALI/status/744480541630599168,"Jade Box
@JadeBox_BALI
·
Jun 19, 2016
International Day of Yoga 朝5時に開始のヨガイベントに滑り込み。ヨギーニ人口にびっくり！#Bali #yoga #Baliyoga #India #バリでヨガ  #バリ島イベント
Jade Box",1779360413.209408,"['Bali', 'yoga', 'Baliyoga', 'India', 'バリでヨガ', 'バリ島イベント']",2016.0,governance_global,ja,2,0
"""International Day of Yoga"" since:2016-06-19 until:2016-06-22 lang:ja",https://x.com/okamotot/status/744373754348830729,"okamoto_tsuyoshi+
@okamotot
·
Jun 19, 2016
International day of yoga 
皆さまありがとうございました。 
https://
instagram.com/p/BG0j22PGZNq/",1779360417.485685,[],2016.0,governance_global,ja,2,0
"""International Day of Yoga"" since:2016-06-19 until:2016-06-22 lang:de",https://x.com/ReinhardtUlrich/status/745293983841161216,"Ulrich Reinhardt
@ReinhardtUlrich
·
Jun 22, 2016
ach, fast vergessen: 21. Juni ist auch Weltyogatag – Internationale Tag des Yoga. Sogar im EU-Parlament: 
http://
bildungstage.net/21-juni-weltyo
gatag-internationale-tag-des-yoga-international-day-of-yoga/
… #YogaDay",1779360452.2778492,['YogaDay'],2016.0,governance_global,de,2,0
"""International Day of Yoga"" since:2016-06-19 until:2016-06-22 lang:de",https://x.com/Dorint_Pallas/status/745281375431966721,"Dorint Wiesbaden
@Dorint_Pallas
·
Jun 22, 2016
Yoga für JOGI, 
heute am International Day of Yoga, versucht unser Sales Team (aka Wildt – Rooster –... 
http://
fb.me/7n6lixZLe",1779360452.894779,[],2016.0,governance_global,de,2,0
"""International Day of Yoga"" since:2016-06-19 until:2016-06-22 lang:de",https://x.com/yogastadl/status/745246164774068224,"YOGASTADL Sabine Rueland
@yogastadl
·
Jun 21, 2016
󾬖 International Day of Yoga -IDY󾬖

Wetter -> Klasse -> diese Woche könnte es klappen mit den Kursen im... 
http://
fb.me/4r9YnTvqr",1779360454.281184,[],2016.0,governance_global,de,2,0
"""International Day of Yoga"" since:2016-06-19 until:2016-06-22 lang:de",https://x.com/IndiainAustria/status/744457428331298816,"India in Austria
@IndiainAustria
·
Jun 19, 2016
International Day of Yoga celebrations in Stadtpark, Vienna  Austria #IDY2016 #YogaDay #wien #Vienna #stadtpark",1779360454.568727,"['IDY2016', 'YogaDay', 'wien', 'Vienna', 'stadtpark']",2016.0,governance_global,de,2,0
"""International Day of Yoga"" since:2016-06-19 until:2016-06-22 lang:zh",https://x.com/fitzhk/status/745103145366360064,"Fitz
@fitzhk
·
Jun 21, 2016
【國際瑜伽日】今日就係喇! 如果你仲未試過，諗諗佢! 
(小編都係時候攞返隻腳落嚟先~)

>> 新手必學的瑜伽8式

http://
fitz.hk/?p=8514

>> International day of Yoga... 
http://
fb.me/3sCTfhS67",1779360485.80425,[],2016.0,governance_global,zh,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/BalramI73293124/status/877675951508799488,"Balram Insan11
@BalramI73293124
·
Jun 22, 2017
@Gurmeetramrahim
 ji pyar se tere jina aa gaya #InternationalYogaDay",1779360558.598456,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/DaCaptivate/status/877675552588607488,"кαятιк ѕ.
@DaCaptivate
·
Jun 22, 2017
The latest The Kartik Sanadhya Daily! 
http://
paper.li/thekartiks/130
9672345?edition_id=a310a3a0-56dc-11e7-8b44-002590a5ba2d
… Thanks to 
@uttampegu
 
@max4974
 #internationalyogaday #yoga",1779360559.393642,"['internationalyogaday', 'yoga']",2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/BoltaHindustan/status/877675327224512512,"Bolta Hindustan
@BoltaHindustan
·
Jun 22, 2017
कविता : भूख लगी है योगा कर, काम चाहिए योगा कर, क़र्ज़ बहुत है योगा कर,रोता क्यों है?योगा कर! 
#InternationalYogaDay 

http://
boltahindustan.com/poem-if-you-ar
e-hungry-do-yogaif-you-want-work-do-yogawhy-are-you-cryingdo-yoga/
…",1779360559.630036,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/BalramI73293124/status/877675211633459201,"Balram Insan11
@BalramI73293124
·
Jun 22, 2017
@Gurmeetramrahim
 pyar satguru diya hame etna do aankhe to kya do janha me samaye na jitna.. #InternationalYogaDay",1779360559.730369,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/BalramI73293124/status/877674648531599360,"Balram Insan11
@BalramI73293124
·
Jun 22, 2017
@Gurmeetramrahim
  ji nara qabool ho ji #InternationalYogaDay",1779360564.941386,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/BoltaHindustan/status/877674245370912768,"Bolta Hindustan
@BoltaHindustan
·
Jun 22, 2017
मीडिया के झूठ आसन, मोदी के सूट आसन और किसान के शवासन के साथ 'योग दिवस' मुबारक हो :
#InternationalYogaDay 

http://
boltahindustan.com/acharya-pramod
-attack-pm-modi-over-yoga/
…",1779360565.018393,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/LalChapman/status/877669786079178752,"Chaman Lal insan
@LalChapman
·
Jun 22, 2017
@Gurmeetramrahim
 #InternationalYogaDay pita ji mehar karna har pal aap ji ki yaad taja bani rahe ji",1779360565.101182,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/afrozmalikS/status/877669736171098115,"Afroz Malik
@afrozmalikS
·
Jun 22, 2017
योग करने से बीमारी का दूर होना, बीवी से दूर रहकर बच्चा पैदा करने जैसा है..!!!

#InternationalYogaDay",1779360565.195271,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/afrozmalikS/status/877669632521404418,"Afroz Malik
@afrozmalikS
·
Jun 22, 2017
मोदीजी एक बार ""रवीश आसन"" भी करके देखिए, अच्छा महसूस होगा..!!!

#NDTV 
#InternationalYogaDay",1779360565.29733,"['NDTV', 'InternationalYogaDay']",2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/afrozmalikS/status/877669548576649220,"Afroz Malik
@afrozmalikS
·
Jun 22, 2017
क्या यही योगा है ?

#InternationalYogaDay",1779360565.373939,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/afrozmalikS/status/877669497397800960,"Afroz Malik
@afrozmalikS
·
Jun 22, 2017
नेताओं को जनता की समस्याओं की इतनी चिंता है के योगा करते समय भी गहरे चिंतन में डूब जाते हैं.
इस लिए हर जगह ख़ुशहाली है
#InternationalYogaDay",1779360565.435814,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/afrozmalikS/status/877669474056515584,"Afroz Malik
@afrozmalikS
·
Jun 22, 2017
सबसे महत्वपूर्ण ""आसन"" #आश्वासन है, जिसका प्रयोग अक्सर मोदी जी  करते रहते हैं..!!!

#InternationalYogaDay",1779360565.495798,"['आश', 'InternationalYogaDay']",2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/LalChapman/status/877669254857977856,"Chaman Lal insan
@LalChapman
·
Jun 22, 2017
@Gurmeetramrahim
 #InternationalYogaDay pita ji rehmat karna din bhar koi aisa karam na ho jo aap ji ko pasand na ho ji",1779360570.114531,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/afrozmalikS/status/877668821095591937,"Afroz Malik
@afrozmalikS
·
Jun 22, 2017
..और लोग कहते हैं विकास नहीं हो रहा..!!!

#InternationalYogaDay",1779360570.2137651,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/afrozmalikS/status/877668772118704128,"Afroz Malik
@afrozmalikS
·
Jun 22, 2017
राष्ट्रपति और पति में एक समानता ये है के दोनों बस नाम के लिए ही मुखिया है..!!!

#InternationalYogaDay",1779360574.2305238,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/afrozmalikS/status/877668565582839809,"Afroz Malik
@afrozmalikS
·
Jun 22, 2017
योग पर 600 करोड़ खर्च,
उपवास पर 2 करोड़ खर्च,
और किसानों को फाँसी का फंदा..!!!

#InternationalYogaDay",1779360574.3150651,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/afrozmalikS/status/877668484930469889,"Afroz Malik
@afrozmalikS
·
Jun 22, 2017
किसानों के लिए क्या हम लोग साँस लेना बंद कर दे: सुदेश वर्मा (राष्ट्रीय प्रवक्ता भाजपा)

#InternationalYogaDay",1779360574.397024,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/afrozmalikS/status/877668027290005504,"Afroz Malik
@afrozmalikS
·
Jun 22, 2017
राम मंदिर के लिए 2 ट्रक पत्थर पहुच गया, कुछ दिनों में 100 ट्रक पहुँच जाएगा.
और तब तक 2019 आ जायेगा..!!!

#InternationalYogaDay",1779360574.5752609,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/afrozmalikS/status/877667452225822720,"Afroz Malik
@afrozmalikS
·
Jun 22, 2017
कैसा है यह योग,
बारिश एक झटका भी बरदाश्त नही कर सका..!!!

#InternationalYogaDay",1779360574.653583,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/afrozmalikS/status/877667387268575232,"Afroz Malik
@afrozmalikS
·
Jun 22, 2017
किसान अपने खेत में योग करते हुये,
देश का कल्याण इसी योग में है..!!!

#InternationalYogaDay",1779360579.278903,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/afrozmalikS/status/877667284344590338,"Afroz Malik
@afrozmalikS
·
Jun 22, 2017
डेढ़-डेढ़, दो-दो कुन्टल के सरकारी लोग, हराम की कमाई का थुल-थुल शरीर,

ऊपर से योगा ..!!!

#InternationalYogaDay",1779360586.788225,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/afrozmalikS/status/877667110562017281,"Afroz Malik
@afrozmalikS
·
Jun 22, 2017
देशभक्त नहीं सत्ता के भूखे थे गांधी-नेहरू: रामनाथ कोविंद (भावी राष्ट्रपति)

#RamNathKovind 
#InternationalYogaDay",1779360586.857913,"['RamNathKovind', 'InternationalYogaDay']",2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/Gaganinsan1226/status/877665747987828736,"Gagan Insan
@Gaganinsan1226
·
Jun 22, 2017
@Gurmeetramrahim
 #InternationalYogaDay 
लाखों अहसान हैं तेरे मुझ पर ,ऐ मेरे दाता 
एक और कर दे कि तेरी रज़ा में रहना आ जायेMorning Papa G
Dr.GURMEET RAM RAHIM and 9 others",1779360586.92301,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/afrozmalikS/status/877664958871470082,"Afroz Malik
@afrozmalikS
·
Jun 22, 2017
योगा हर मर्ज़ की दवा है
सिवाये मुंह के बवासीर को छोड़ कर,

जो #मीडिया #RSS #BJP को है..!!!

#InternationalYogaDay",1779360590.669375,"['म', 'RSS', 'BJP', 'InternationalYogaDay']",2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/afrozmalikS/status/877664839241523200,"Afroz Malik
@afrozmalikS
·
Jun 22, 2017
रामदेव बाबा जल्द ही
""वनडे"" योगा को ""20-20"" फार्मेट मे जारी कर सकते हैं..!!!

#InternationalYogaDay",1779360594.807552,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/Rajesh77177427/status/877664667849678848,"Rajesh
@Rajesh77177427
·
Jun 22, 2017
Replying to 
@asharamjibapu_
 and 
@AsaramBapuJi
Jai ho #InternationalYogaDay",1779360595.010514,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/afrozmalikS/status/877662236172406792,"Afroz Malik
@afrozmalikS
·
Jun 22, 2017
चुप रहीऐ...

एक दिवसीय योग चल रहा है..!!!

#InternationalYogaDay",1779360595.09165,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/afrozmalikS/status/877662162990354432,"Afroz Malik
@afrozmalikS
·
Jun 22, 2017
सुना है योगी और योगा से प्रतिवर्ष 2 करोड़ 
रोजगार के अवसरों का सृजन होगा..!!!

#InternationalYogaDay",1779360598.8362198,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/afrozmalikS/status/877662074331172865,"Afroz Malik
@afrozmalikS
·
Jun 22, 2017
झूठ बोलना अब राष्ट्रीय भाषा घोशीत कर देना चाहिए..!!!

#InternationalYogaDay",1779360598.898123,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/afrozmalikS/status/877661838145724417,"Afroz Malik
@afrozmalikS
·
Jun 22, 2017
इसी तरह से मोदी जी जनता को मुद्दे से भटकाते हैं..!!!

#InternationalYogaDay",1779360598.990463,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/SinghAnamikaa/status/877654131124576256,"anamikaa singh
@SinghAnamikaa
·
Jun 22, 2017
Replying to 
@surenderbondwal
 
@SriSri
 and 3 others
Ji Han.. #Bapuji hamesha hi apne satsang dwara asan tariko se yog karate #InternationalYogaDay aur iske liye unhone koi entry fees ni rakhi",1779360602.780423,"['Bapuji', 'InternationalYogaDay']",2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/SinghAnamikaa/status/877653099158032384,"anamikaa singh
@SinghAnamikaa
·
Jun 22, 2017
Replying to 
@UPatil1983
 and 
@nitin_gadkari
Yoga ka sahi arth #Bapuji ne batlaya #InternationalYogaDay",1779360602.846478,"['Bapuji', 'InternationalYogaDay']",2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/iamirpathan/status/877646527157518337,"Amir Khan
@iamirpathan
·
Jun 22, 2017
हलाल की खाओ नमाज़ पढ़ो कभी चर्बी नही चढ़ेगी।
#InternationalYogaDay",1779360602.910913,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/AshaMehtaInsan/status/877645012250406918,"Asha Mehta
@AshaMehtaInsan
·
Jun 22, 2017
Replying to 
@Gurmeetramrahim
#InternationalYogaDay aap G ki diya mehr rahim binay rakhna ji",1779360607.2183838,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/TheIndianLight/status/877636167843196928,"Chandra Prakash Sharma
@TheIndianLight
·
Jun 22, 2017
Replying to 
@TheIndianLight
अर्थात मन को इधर उधर भटकने न देना, केवल एक ही वस्तु में स्थिर रखना ही योग है। 
@TheIndianLight
 #InternationalYogaDay",1779360607.291798,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/TheIndianLight/status/877636025836851200,"Chandra Prakash Sharma
@TheIndianLight
·
Jun 22, 2017
पतञ्जलि के अनुसार चित्त की वृत्तियों को चंचल होने से रोकना (चित्तवृत्तिनिरोधः) ही योग है। 
#InternationalYogaDay",1779360607.379905,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/nash_digger/status/877622656933150720,"naresh arya
@nash_digger
·
Jun 22, 2017
नेताओं का प्रिय आसन....
^आश्वासन^
#InternationalYogaDay",1779360607.4508271,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/GodlywoodStudio/status/877621570566447104,"Godlywood Studio
@GodlywoodStudio
·
Jun 22, 2017
#InternationalYogaDay #Peace #YogaDay2017 #Yoga #Spiritual #BrahmaKumaris #BK #PMTV #MountAbu #INDIA #Suraj Bhai 
https://
youtu.be/A4-u51iwDQY",1779360607.527483,"['InternationalYogaDay', 'Peace', 'YogaDay2017', 'Yoga', 'Spiritual', 'BrahmaKumaris', 'BK', 'PMTV', 'MountAbu', 'INDIA', 'Suraj']",2017.0,governance_global,hi,3,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/vishnuguptuvach/status/877620993123954690,"विष्णुगुप्त उवाच
@vishnuguptuvach
·
Jun 22, 2017
टोपी पहनकर इफ्तार पार्टियों में शिरकत करने वाले नितिश कुमार का कहना है योग वोट बैंक के लिए किया जाने वाला ढोंग है...??
#InternationalYogaDay",1779360611.9999511,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/vishnuguptuvach/status/877620257937956864,"विष्णुगुप्त उवाच
@vishnuguptuvach
·
Jun 22, 2017
ये ""क्रिश्चियन योगा"" क्या होता है बे? 
फ्रॉड साले भूतनी के, चोर कहीं के !!!
धर्मान्तरण के लिए कुछ भी करेंगे ?? 
#InternationalYogaDay",1779360612.08086,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/ELMysteries/status/877620053948092416,"Exploring Life's Mysteries
@ELMysteries
·
Jun 22, 2017
Bhakti Yoga & Tantra Yoga 
http://
bit.ly/2shYVXO #InternationalYogaDay #YogaDay2017",1779360616.37283,"['InternationalYogaDay', 'YogaDay2017']",2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/Drsaianamika/status/877615273800417280,"Dr Sai Anamika Jha Memorial
@Drsaianamika
·
Jun 22, 2017
#InternationalYogaDay
से मरने वालों की सुरक्षा बहुत जरूरी है।

@INCIndia
 

@ajaymaken
 

@Shobha_Oza
 

@AIMCIndia",1779360616.441209,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/Drsaianamika/status/877615070653501440,"Dr Sai Anamika Jha Memorial
@Drsaianamika
·
Jun 22, 2017
#InternationalYogaDay
फासले कम करने में नाकाम रह योग की अनिवार्यता पर जोर दे इस सरकार ने साफ बयां कर दिया है कि भुखमरी की बनिस्बत पेटभराई६/६",1779360616.545107,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/ArtOfLiving_KKD/status/877614980027138049,"Art Of Living KKD
@ArtOfLiving_KKD
·
Jun 22, 2017
#InternationalYogaDay at Burj Park, Dubai, UAE. #IDYwithArtofLiving",1779360616.675768,"['InternationalYogaDay', 'IDYwithArtofLiving']",2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/Drsaianamika/status/877614465071554560,"Dr Sai Anamika Jha Memorial
@Drsaianamika
·
Jun 22, 2017
#InternationalYogaDay
पास खाने को ही नहीं हैउनसे छीना जा रहा है और जो भरपेट हैं उन्हें उल्टे और दिया जा रहा है। दबंग और दुर्बलों के बीच ५/६",1779360621.095293,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/Drsaianamika/status/877613925205856256,"Dr Sai Anamika Jha Memorial
@Drsaianamika
·
Jun 22, 2017
#InternationalYogaDay
उनके लिए मौजूदा सरकार ने पिछले तीन वर्षों में कोई ठोस कार्य नहीं किया। बल्कि यूं कहें तो ज्यादा बेहतर होगा कि जिनके४/६",1779360621.171835,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/Drsaianamika/status/877613687560847360,"Dr Sai Anamika Jha Memorial
@Drsaianamika
·
Jun 22, 2017
#InternationalYogaDay
खट रहे हैं, और दुष्चक्र के चलते भुखमरी, गरीबी और बेरोजगारी का शिकार होकर दुनिया को अलविदा करने पर मजबूर हो रहे हैं३/६",1779360625.6704588,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/Drsaianamika/status/877613086852530176,"Dr Sai Anamika Jha Memorial
@Drsaianamika
·
Jun 22, 2017
#InternationalYogaDay
लोगों की बेहतरी संभव है जो ज्यादा खाने से बीमार और काल कवलित हो रहे हैं। मगर जो दबंगों के ऐशोआराम के लिए दिन-रात २/६",1779360625.7432718,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/Drsaianamika/status/877612864541835268,"Dr Sai Anamika Jha Memorial
@Drsaianamika
·
Jun 22, 2017
#InternationalYogaDay
अन्तरराष्ट्रीय स्तर पर योग के नाम पर मनाये जा रहे सर्कस को जिस रूप में प्रचारित किया जा रहा है, उससे सिर्फ उन १/६",1779360625.815653,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
InternationalYogaDay since:2017-06-19 until:2017-06-22 lang:hi,https://x.com/AvanindrSingh/status/877611160299864064,"Avanindr Kumar Singh
@AvanindrSingh
·
Jun 22, 2017
#InternationalYogaDay 
भारतीय सेना पर देश को नाज है
@dpraivn52 
@MishraVn
 
@myogiadityanath
 
@avanish_ra
 
@VireshKumarMis5
 
https://
x.com/BhadainiTimes/
status/877546333275607040
…",1779360625.888289,['InternationalYogaDay'],2017.0,governance_global,hi,2,0
