video_id,in_phase2,in_v1,has_transcript,status,title,channel,upload_date,duration,view_count,source_corpus,uploader,like_count,webpage_url,description,transcript_language,word_count,character_count,transcript_file,transcript_source
AefxKKTqv5I,False,True,True,legacy_only_with_transcript,"International Yoga Day, Philadelphia",Infinity Foundation Official,20160625,1149.0,3874,v1,Infinity Foundation Official,153.0,https://www.youtube.com/watch?v=AefxKKTqv5I,"Join me for my fb LIVE Broadcasts
Follow me on facebook.com/RajivMalhotra.Official

 fb LIVE 9",en,7866.0,42287.0,data/transcripts/AefxKKTqv5I.en.txt,legacy_archive
AefxKKTqv5I,False,True,True,legacy_only_with_transcript,"International Yoga Day, Philadelphia",Infinity Foundation Official,20160625,1149.0,3874,v1,Infinity Foundation Official,153.0,https://www.youtube.com/watch?v=AefxKKTqv5I,"Join me for my fb LIVE Broadcasts
Follow me on facebook.com/RajivMalhotra.Official

 fb LIVE 9",en-orig,7866.0,42287.0,data/transcripts/AefxKKTqv5I.en-orig.txt,legacy_archive
AfghupHyo3A,False,True,True,legacy_only_with_transcript,'Made in China' yoga mats for International Yoga Day event,Oneindia News,20150620,71.0,958,v1,Oneindia News,4.0,https://www.youtube.com/watch?v=AfghupHyo3A,"It will be `Made in China,’ not `Make In India’ at the International Yoga Day event on Rajpath in New Delhi on Sunday to mark the first International Day of Yoga on June 21. Participants in the yoga event – which aims to create a Guinness record – will use Chinese-made mats to perform asanas.",,599.0,3231.0,data/transcripts/AfghupHyo3A.txt,legacy_archive
AfsPHp8fmV8,False,True,True,legacy_only_with_transcript,Chief Electoral Officer E. K. Majhi speaks to media,MediaoneTV Live,20160304,275.0,524,v1,MediaoneTV Live,1.0,https://www.youtube.com/watch?v=AfsPHp8fmV8,"more news: www.mediaonetv.in
watch live: www.mediaonetv.in/watch",en-orig,2123.0,11450.0,data/transcripts/AfsPHp8fmV8.en-orig.txt,legacy_archive
AfsPHp8fmV8,False,True,True,legacy_only_with_transcript,Chief Electoral Officer E. K. Majhi speaks to media,MediaoneTV Live,20160304,275.0,524,v1,MediaoneTV Live,1.0,https://www.youtube.com/watch?v=AfsPHp8fmV8,"more news: www.mediaonetv.in
watch live: www.mediaonetv.in/watch",en,2123.0,11450.0,data/transcripts/AfsPHp8fmV8.en.txt,legacy_archive
AgBX2c7w7Ts,True,False,False,phase2_missing_transcript,Yoga is more than a practice—it's a timeless gift from India to the world | World Expo Osaka japan |,Ministry of Ayush,20250429,77.0,408,phase2,,,,,,,,,none
Ai75uMYMreQ,False,True,True,legacy_only_with_transcript,Yoga Day Interview with AYUSH Minister Shri Shripad Yesso Naik,G28 News,20150621,875.0,347,v1,G28 News,,https://www.youtube.com/watch?v=Ai75uMYMreQ,Yoga Day Interview with AYUSH Minister Shri Shripad Yesso Naik,en,5093.0,27396.0,data/transcripts/Ai75uMYMreQ.en.txt,legacy_archive
Ak0uTdv5kEo,True,False,False,phase2_missing_transcript,Aqua Yoga By Kaya on IDY 2025 🏄,"Kaya International Yoga Studio, Narsinghpur(MP)",20250622,44.0,20,phase2,,,,,,,,,none
AkLEk8bb7RI,True,False,False,phase2_missing_transcript,International Day of YOGA 2024 | SRI C. P. RADHAKRISHNAN | Hon'ble Governor of Telangana | Kanha,Yoga 4 Unity,20240621,8760.0,1424,phase2,,,,,,,,,none
AoGAk7zlWvc,True,False,False,phase2_missing_transcript,"PM Modi at International Day of Yoga event at Capital Campus, Chandigarh | PMO",PMO India,20160621,5858.0,4543,phase2,,,,,,,,,none
ApgFGoG0JCo,False,True,False,legacy_only,2️⃣ days until the grand celebration of #IDY2023,Ministry of Ayush,20230619,10.0,249,v1,Ministry of Ayush,16.0,https://www.youtube.com/watch?v=ApgFGoG0JCo,"There are only 2️⃣ days until the grand celebration of #InternationalDayofYoga2023.

”Yoga is the dance of every cell with the music of every breath that creates inner serenity and harmony.”


With just 2 days remaining to the big occasion, let’ take a pledge to make Yoga a way of life. Join us in the celebration of the 9th annual #IDY2023 !

Stay tuned with us to know more.

#IDYArctictoAntarctica
#YogaforVasudhaivaKutumbakam
#HarAnganYoga
#YogaBharatMala
#YogaOceanRing
#YogaMyPride",,,,,none
Av5ib_XRKT4,True,False,False,phase2_missing_transcript,Common Yoga Protocol English Full Version International Day of Yoga-CC,Ministry of Ayush,20190329,3152.0,222177,phase2,,,,,,,,,none
Ayk9aXo54hk,True,False,False,phase2_missing_transcript,"Yoga Mahotsav 2026, a curtain raiser to the 100-day countdown to the IDY 2026",Ministry of Ayush,20260321,279.0,111,phase2,,,,,,,,,none
B0N5UhjPsec,False,True,False,legacy_only,Preparations in full swing for International Yoga day,DD News,20150618,26.0,204,v1,DD News,2.0,https://www.youtube.com/watch?v=B0N5UhjPsec,"DD News Live
24x7",,,,,none
B16dkLWyLfY,False,True,False,legacy_only,Bhadrasana,pabitrayoga,20181003,38.0,130,v1,pabitrayoga,3.0,https://www.youtube.com/watch?v=B16dkLWyLfY,"Name – PABITRA KUMAR NASKAR
Date of birth – 24 july , 1959
Vill – Atkrishnarampur
P.O. – Sultanpur
Dist – South 24 parganas
Pin – 743332
mobile - 9382693485",,,,,none
B42XTJtKgFo,False,True,False,legacy_only,Meditation Music Flute- Sahaja Yoga,Sahaja Yoga Scandinavia,20150622,956.0,2458237,v1,Sahaja Yoga Scandinavia,,https://www.youtube.com/watch?v=B42XTJtKgFo,,,,,,none
B4HPUbJPbYE,False,True,True,legacy_only_with_transcript,100 US Cities To Host Yogathon On First International Yoga Day,World News Channel,20150529,86.0,2546,v1,World News Channel,14.0,https://www.youtube.com/watch?v=B4HPUbJPbYE,"For more WORLD NEWS ""SUBSCRIBE"" US

WASHINGTON:  More than 100 US cities will organise a Yogathon on the first International Yoga Day to be celebrated on June 21, organisers of the event have said.

In the ambitious 100+ cities drive, 15 cities in New Jersey-New York area, seven cities in California, six cities in Texas and three cities in Ohio have already finalised the details of the Yogathon, said Overseas Volunteer for a Better India (OVBI) - the lead organisers - in a statement yesterday.

All major spiritual and Yoga organisations like Art of Living have joined the campaign, OVBI said adding that more than 50 organisations have joined the countrywide campaign to spread the awareness about Yoga.

Sunstone Yoga, a Yoga studio chain having presence in 13 locations in Dallas has come as a sponsor for the event.

Ethnic organisations like the Nepali Student Organisation and Food for Life Global - the world largest vegetarian food relief organisation has joined in as an event partner.

Among its other partners include the Indian Consulate in New York and Air India and Subway. The United Nations, in less than three months, declared June 21 as World Yoga Day on December 11 last year, following a proposal by Indian Prime Minister Narendra Modi.",,612.0,3574.0,data/transcripts/B4HPUbJPbYE.txt,legacy_archive
B585ivuxIDs,False,True,False,legacy_only,LVR - Peace Warrior Yoga Top,Evolve Fit Wear,20150507,10.0,371,v1,Evolve Fit Wear,2.0,https://www.youtube.com/watch?v=B585ivuxIDs,LVR - Peace Warrior Yoga Top: http://evolvefitwear.com/be-love-peace-warrior-yoga-top/,,,,,none
B7XpkH6pzlg,True,True,False,phase2_missing_transcript,YOGA FOR THE WORLD - Celebrating the First International Day of Yoga (Full Movie),Indian Diplomacy,20160609,1827.0,8353,phase2,,,,,,,,,none
BBfSZvCOuNk,False,True,False,legacy_only,PROXY SETTING @IITH,Anurag Shekhar,20160803,106.0,380,v1,Anurag Shekhar,4.0,https://www.youtube.com/watch?v=BBfSZvCOuNk,"Those who  have difficulty in proxy setting here u go. have fun.

and sorry for that bad quality and microphone . hope u understand i am just a student.",,,,,none
BHvPqarVwkY,False,True,False,legacy_only,Donna Martin Psoma Yoga at the Interior Wellness Festival Nov 7-8 2015,Interior Wellness,20151101,55.0,124,v1,Interior Wellness,1.0,https://www.youtube.com/watch?v=BHvPqarVwkY,Donna Martin Psoma Yoga at the Interior Wellness Festival Nov 7-8 2015,,,,,none
BLxNqaOu55c,False,True,False,legacy_only,Посол Індії в Україні,ТРК ВІДІКОН,20160810,231.0,43,v1,ТРК ВІДІКОН,,https://www.youtube.com/watch?v=BLxNqaOu55c,,,,,,none
BMJ42xw7IC8,False,True,True,legacy_only_with_transcript,How Yoga College Supported My Life Outside Yoga Class,The Ayurveda and Yoga Institute,20180914,133.0,216,v1,The Ayurveda and Yoga Institute,1.0,https://www.youtube.com/watch?v=BMJ42xw7IC8,"Our 200-Hour Yoga College Teacher Training Program is so much more than just asana (the poses).  Whether you're seeking to teach or not, this program is sure to benefit you in unexpected and magnificent ways.  Don't take our word - listen to recent graduates speak about their off-the-mat takeaways.

Now Enrolling!  The Ayurveda and Yoga Institute's trainings are life-changing experiences.  To learn more message us or visit our website http://www.ayurvedayogainstitute.com/trainings/
---
Music Credit:
""Sekao"" by Delayde",en-orig,1053.0,5469.0,data/transcripts/BMJ42xw7IC8.en-orig.txt,legacy_archive
BMJ42xw7IC8,False,True,True,legacy_only_with_transcript,How Yoga College Supported My Life Outside Yoga Class,The Ayurveda and Yoga Institute,20180914,133.0,216,v1,The Ayurveda and Yoga Institute,1.0,https://www.youtube.com/watch?v=BMJ42xw7IC8,"Our 200-Hour Yoga College Teacher Training Program is so much more than just asana (the poses).  Whether you're seeking to teach or not, this program is sure to benefit you in unexpected and magnificent ways.  Don't take our word - listen to recent graduates speak about their off-the-mat takeaways.

Now Enrolling!  The Ayurveda and Yoga Institute's trainings are life-changing experiences.  To learn more message us or visit our website http://www.ayurvedayogainstitute.com/trainings/
---
Music Credit:
""Sekao"" by Delayde",en-en,353.0,1832.0,data/transcripts/BMJ42xw7IC8.en-en.txt,legacy_archive
BMJ42xw7IC8,False,True,True,legacy_only_with_transcript,How Yoga College Supported My Life Outside Yoga Class,The Ayurveda and Yoga Institute,20180914,133.0,216,v1,The Ayurveda and Yoga Institute,1.0,https://www.youtube.com/watch?v=BMJ42xw7IC8,"Our 200-Hour Yoga College Teacher Training Program is so much more than just asana (the poses).  Whether you're seeking to teach or not, this program is sure to benefit you in unexpected and magnificent ways.  Don't take our word - listen to recent graduates speak about their off-the-mat takeaways.

Now Enrolling!  The Ayurveda and Yoga Institute's trainings are life-changing experiences.  To learn more message us or visit our website http://www.ayurvedayogainstitute.com/trainings/
---
Music Credit:
""Sekao"" by Delayde",en,353.0,1832.0,data/transcripts/BMJ42xw7IC8.en.txt,legacy_archive
BMr7gRg_LV8,True,False,False,phase2_missing_transcript,Haridwar 30 May IDY 2026 Live Yoga - Uttarakhand Ayurvedic & Unani Services,Directorate Ayurved Uttarakhand,20260530,2481.0,616,phase2,,,,,,,,,none
BNaaeF767K8,False,True,True,legacy_only_with_transcript,Yoga for Health Professionals by Dr Ananda Balayogi Bhavanani,ISCM of Sri Balaji Vidyapeeth,20160721,1604.0,2690,v1,ISCM of Sri Balaji Vidyapeeth,61.0,https://www.youtube.com/watch?v=BNaaeF767K8,"A talk on ""Yoga for Health Professionals"" by Dr Ananda Balayogi Bhavanani during the national Seminar cum CME on Introducing Yoga in HPE during IDY 2016 at Sri Balaji Vidyapeeth",en,11395.0,59151.0,data/transcripts/BNaaeF767K8.en.txt,legacy_archive
BNaaeF767K8,False,True,True,legacy_only_with_transcript,Yoga for Health Professionals by Dr Ananda Balayogi Bhavanani,ISCM of Sri Balaji Vidyapeeth,20160721,1604.0,2690,v1,ISCM of Sri Balaji Vidyapeeth,61.0,https://www.youtube.com/watch?v=BNaaeF767K8,"A talk on ""Yoga for Health Professionals"" by Dr Ananda Balayogi Bhavanani during the national Seminar cum CME on Introducing Yoga in HPE during IDY 2016 at Sri Balaji Vidyapeeth",en-orig,11395.0,59151.0,data/transcripts/BNaaeF767K8.en-orig.txt,legacy_archive
BOR4m4qFgmI,False,True,False,legacy_only,MOONFLOW Night time energizing Yoga Matcha Tea Mug,Ali Kamenova | Strength Density Training™,20151109,2644.0,16822,v1,Ali Kamenova | Strength Density Training™,252.0,https://www.youtube.com/watch?v=BOR4m4qFgmI,"Intermediate
The class is a combination of a night time flow and an energizing coffee cup style. I am thinking match tea type of a name. If you have any suggestions for  a name let me know in the comments below. 
Please excuse Sofie during pigeon!
A combination of intervals and vinyasa. INTERVAL YOGA 
Twists, jumping, warriors,abs, core work. 
www.alikamenova.com
Love",,,,,none
BR2ypLeUvBY,False,True,True,legacy_only_with_transcript,Yoga for the First 6 Months of Pregnancy,Just Breathe,20160813,1939.0,106964,v1,Just Breathe,679.0,https://www.youtube.com/watch?v=BR2ypLeUvBY,"Yoga for your mind and body. This unique wellness program will improve your flexibility, strength, stamina, and balance while teaching you to let go of stress.  An exercise in love guaranteed to make your pregnancy more enjoyable.",en,11967.0,63996.0,data/transcripts/BR2ypLeUvBY.en.txt,legacy_archive
BR2ypLeUvBY,False,True,True,legacy_only_with_transcript,Yoga for the First 6 Months of Pregnancy,Just Breathe,20160813,1939.0,106964,v1,Just Breathe,679.0,https://www.youtube.com/watch?v=BR2ypLeUvBY,"Yoga for your mind and body. This unique wellness program will improve your flexibility, strength, stamina, and balance while teaching you to let go of stress.  An exercise in love guaranteed to make your pregnancy more enjoyable.",en-orig,11967.0,63996.0,data/transcripts/BR2ypLeUvBY.en-orig.txt,legacy_archive
BSiBZtjXDb0,True,False,False,phase2_missing_transcript,World marks International Day of Yoga | PM Modi US visit | WION,WION,20230621,477.0,692,phase2,,,,,,,,,none
BWMcR35D-cE,False,True,False,legacy_only,10 Min.Meditation Music for Positive Energy - Find Inner Peace within 10 Min.,Meditation and Healing,20151019,624.0,16380013,v1,Meditation and Healing,106941.0,https://www.youtube.com/watch?v=BWMcR35D-cE,"10 Min. Meditation Music for Positive Energy Relax Mind, Body & Soul.Just Close your Eyes and Listen Music you will find Inner Peace within 10 Minutes.

🙏 Namaste, 
Meditation and Healing is a YouTube channel which serves you the best meditation, healing, relaxing and sleep music. Our music is composed with different kinds of instrument blending with 432Hz, 528Hz, solfeggio frequencies. This channel was created in 8th December 2014 with an aim of providing digital space for those who are going through stress, anxiety, insomnia and depression. Our music are composed with beautiful piano, flute melody, soothing pads, relaxing bells and many more. They include relaxing music that will help you to relief stress. Or relief yourself from negative feelings like anxiety and help to enhance positive energy in you. It can also give your meditation techniques a boost if you use this type of soothing music as you meditate. It can also have healing capacity where you will learn how to find inner peace and heal yourself within with the capability of music. Our music combined with soothing pads and melody helps people overcome their stress and anxiety. We have been using a precise professional music production and recording software in order to provide you the best audio quality and audio experience. Most of the music in this channel is composed with the combination of soothing pads with piano, flute and bell with the sound of nature. To enhance our music experience for you, we also add the video with the moving graphics and animation editing them in our own sense of flair. We hope to create and present more relaxing and meditative music in the future. Thank you and have a great time.

🙏 Follow on: 
▶ Facebook: https://www.facebook.com/Meditation-and-Healing-1582138848699385
▶ Website: http://meditationhealingmusic.com/
▶ Twiter: https://twitter.com/MeditationandH2
▶  YouTube: https://www.youtube.com/channel/UCM7XCXnxtYJkkMN0zf0tsSw

🎶 Download & stream my music from the following sources: 
▶ iTunes: https://itunes.apple.com/ca/artist/prabin-dangol/1226893014
▶ Spotify: https://open.spotify.com/artist/4QapqOArU3Ag4mr8rKeFe2 
▶ CdBaby: https://store.cdbaby.com/Artist/PrabinDangol1
▶Amazon: https://www.amazon.com/s?k=Prabin+Dangol&i=digital-music&search-type=ss&ref=ntt_srch_drd_B06ZYXZ8RP
▶ deezer: https://www.deezer.com/en/artist/12312382

▶ Recommended Playlist:
Healing Music for The Body & Soul: https://www.youtube.com/playlist?list=PLqxOk5-J3bJOiYJT3RGS7sv8MM2GHdDy
Positive Energy Meditation Music: https://www.youtube.com/playlist?list=PLqxOk5-J3bJM8mf4M0qx-lnLXQ_--9y5f
432 Hz Meditation: https://www.youtube.com/playlist?list=PLqxOk5-J3bJMFd5rzeyxZGNhHDLo1tZWS
Deep Sleep Music: https://www.youtube.com/playlist?list=PLqxOk5-J3bJMuIzattGZrmbZCW8NU3UuV
Relaxing Music: https://www.youtube.com/playlist?list=PLqxOk5-J3bJOTwQ_nhhDpfeDLHjue02yZ

👦 About Me: 
My name is Prabin Dangol, a music composer and a sound designer. I have been composing music for almost 15 years on various genre. My moto is simply to spread positive energy and thoughts all over the world. My music generally helps to enhance positive energy and relax mind body. If you love my work, I request you to connect with me by subscribing to my Meditation & Healing or Transformation & Miracle Channel. 

👦 More about me: http://meditationhealingmusic.com/about/ 

▶ Device & Program Information:
- Digital Audio Workstation (DAW) 
Cubase, Propeller head Reason
- Video Production: 
Adobe Premiere & After Effects 2020 

- Camera: 
CANON EOS M2 

- Master keyboard:
Yamaha P-45, Yamaha PSR EW 400

- Studio Monitor: 
Yamaha HS 8 & Audio-Technica ATH-M50x Professional Studio

All images and video contained are used in strict compliance with the appropriate permissions and licenses required from https://shutterstock.com and/or https://videoblocks.com in accordance with the YouTube Partner Program, Community guidelines & YouTube terms of service.

Unauthorized copying, selling, re-uploading and sampling are strictly prohibited. 
Copyright ⓒ 2020 Meditation and Healing by by Prabin Dangol. 
All Rights Reserved.",,,,,none
BYr5Dz2yLsc,False,True,False,legacy_only,Setu Bandhasana,Ministry of Information & Broadcasting,20160614,70.0,7420,v1,Ministry of Information & Broadcasting,85.0,https://www.youtube.com/watch?v=BYr5Dz2yLsc,,,,,,none
BaAPktRjn3Y,True,False,False,phase2_missing_transcript,7- IDY LE NEG _ Sa Yehi,Idy Le Neg ,20250802,168.0,455490,phase2,,,,,,,,,none
BdD0OyQyzEo,True,False,False,phase2_missing_transcript,PM Modi Performs Yoga on International Yoga Day 2025 in Visakhapatnam | Full Event | 21 June 2025,Sansad TV,20250621,2806.0,4712,phase2,,,,,,,,,none
BeTI0dWMf1g,False,True,True,legacy_only_with_transcript,Celebration of the Second International Day of Yoga in South Sudan,"India in South Sudan- Embassy of India, Juba",20160720,217.0,82,v1,"India in South Sudan- Embassy of India, Juba",2.0,https://www.youtube.com/watch?v=BeTI0dWMf1g,"The 2nd International Yoga Day was celebrated in Juba, South Sudan on 25 June 2016 at the Panorama Plaza with a Yoga Demonstration led by personnel of the Indian contingent of UNMISS. Mayor of Juba City Council Stephen Wani and Mr. Kwong Gatluak, former Minister of Transport, Govt of South Sudan were the Guests of Honour at the event. The 40 minute Yoga demo was preceded by a Video presentation of PM Modi’s message, followed by short remarks by Indian Ambassador and Mayor Stephen Wani. Others who participated included the Kenyan Ambassador Cleland Leshore, Ambassador Paul Okaro, Director General in Ministry of Foreign Affairs, as well as UN personnel, members of expat community, Indian Community and local South Sudanese in Juba.",en,1131.0,6114.0,data/transcripts/BeTI0dWMf1g.en.txt,legacy_archive
BeTI0dWMf1g,False,True,True,legacy_only_with_transcript,Celebration of the Second International Day of Yoga in South Sudan,"India in South Sudan- Embassy of India, Juba",20160720,217.0,82,v1,"India in South Sudan- Embassy of India, Juba",2.0,https://www.youtube.com/watch?v=BeTI0dWMf1g,"The 2nd International Yoga Day was celebrated in Juba, South Sudan on 25 June 2016 at the Panorama Plaza with a Yoga Demonstration led by personnel of the Indian contingent of UNMISS. Mayor of Juba City Council Stephen Wani and Mr. Kwong Gatluak, former Minister of Transport, Govt of South Sudan were the Guests of Honour at the event. The 40 minute Yoga demo was preceded by a Video presentation of PM Modi’s message, followed by short remarks by Indian Ambassador and Mayor Stephen Wani. Others who participated included the Kenyan Ambassador Cleland Leshore, Ambassador Paul Okaro, Director General in Ministry of Foreign Affairs, as well as UN personnel, members of expat community, Indian Community and local South Sudanese in Juba.",en-orig,1131.0,6114.0,data/transcripts/BeTI0dWMf1g.en-orig.txt,legacy_archive
Bf97RqytioI,True,False,False,phase2_missing_transcript,"INTERNATIONAL YOGA DAY  ""YOGA FOR ONE EARTH , ONE HEALTH """,tushar_create,20250621,203.0,88,phase2,,,,,,,,,none
BfmTN-RJ9so,True,False,False,phase2_missing_transcript,"Yoga for One Earth, One Health!",Mitra CanCare Foundation,20260525,372.0,18,phase2,,,,,,,,,none
BhNGBhCJ5EY,False,True,True,legacy_only_with_transcript,Susan Foxley: Yoga For All Ages Preview 6,Susan Foxley,20150509,115.0,462,v1,Susan Foxley,2.0,https://www.youtube.com/watch?v=BhNGBhCJ5EY,"Yoga For ALL Ages with Susan Foxley
Preview of Episode 6
SusanFoxley.com",en,739.0,4142.0,data/transcripts/BhNGBhCJ5EY.en.txt,legacy_archive
BhNGBhCJ5EY,False,True,True,legacy_only_with_transcript,Susan Foxley: Yoga For All Ages Preview 6,Susan Foxley,20150509,115.0,462,v1,Susan Foxley,2.0,https://www.youtube.com/watch?v=BhNGBhCJ5EY,"Yoga For ALL Ages with Susan Foxley
Preview of Episode 6
SusanFoxley.com",en-orig,739.0,4142.0,data/transcripts/BhNGBhCJ5EY.en-orig.txt,legacy_archive
BjS7GieYRb0,False,True,False,legacy_only,Yoga Asana performance at Discovery Mall,Sanjay Choudhary-YOGA,20190617,566.0,26,v1,Sanjay Choudhary-YOGA,3.0,https://www.youtube.com/watch?v=BjS7GieYRb0,Yogasana with a student of SVCC Bali,,,,,none
BlyAhlQvF04,True,False,False,phase2_missing_transcript,Yoga for Self and Society,EMPC-IGNOU,20250620,3597.0,362,phase2,,,,,,,,,none
BoW7txckm88,False,True,True,legacy_only_with_transcript,Thousands Participate in Yoga Day Rehearsal at Rajpath,InKhabar Official,20150619,211.0,155,v1,InKhabar Official,1.0,https://www.youtube.com/watch?v=BoW7txckm88,"Thousands of participants today descended on Rajpath to perform various 'asanas' during a rehearsal for the International Yoga Day on Sunday. Officials of AYUSH Ministry which is the coordinating ministry for the event said that around 12,000 participants, comprising students from various schools, NCC cadets and others performed yoga asanas as per the common yoga protocol. The rehearsal started at 7 am and concluded at 7:33 am which was also the schedule for the June 21 event. 23 giant LED screens had been put up at the Rajpath for the participants to see the asanas.

Connect with us on Social platform at: https://www.facebook.com/Inkhabar
Connect with us on Social platform at: https://twitter.com/Inkhabar
Subscribe to our You Tube channel: https://www.youtube.com/user/itvnewsindia
http://www.inkhabar.com/",en,1749.0,9299.0,data/transcripts/BoW7txckm88.en.txt,legacy_archive
BorcTOHZ6-c,False,True,True,legacy_only_with_transcript,Celebration of International Day of Yoga (IDY) 2018 in Brunei Darussalam,High Commission of India Brunei Darussalam,20180626,461.0,189,v1,High Commission of India Brunei Darussalam,2.0,https://www.youtube.com/watch?v=BorcTOHZ6-c,,en-orig,2021.0,10880.0,data/transcripts/BorcTOHZ6-c.en-orig.txt,legacy_archive
BorcTOHZ6-c,False,True,True,legacy_only_with_transcript,Celebration of International Day of Yoga (IDY) 2018 in Brunei Darussalam,High Commission of India Brunei Darussalam,20180626,461.0,189,v1,High Commission of India Brunei Darussalam,2.0,https://www.youtube.com/watch?v=BorcTOHZ6-c,,en,2021.0,10880.0,data/transcripts/BorcTOHZ6-c.en.txt,legacy_archive
BqSD5Kkk4D0,False,True,False,legacy_only,healthy YOGA Poses for healthy life at GGSIPU (Indraprastha university)sports meet,Boho traveller,20161027,59.0,105,v1,Boho traveller,,https://www.youtube.com/watch?v=BqSD5Kkk4D0,"yoga tips for healthy life
the participating colleges were VK INSTITUTE|ARMY INSTITUTE OF MANAGEMENT|TECNIA INSTITUTE OF ADVANCED STUDIES|CH. BRAMPRAKASH GOVT. COLLEGE JAFFARPUR|MBS SCHOOL OF PLANNING |PUSA INSTITUTE OF TECHNOLOGY|NORTHERN INDIA|JIMS GREATER NOIDA|AMBEDKAR INSTITUTE OF TECHNOLOGY|BPIT|IITM|NEW DELHI INSTITUTE OF MANAGEMENT|MAHARAJA AGRASEN INSTITUTE OF MANAGEMENT|VIVEKANAND INSTITUTE OF PROFESSIONAL STUDIES
HINDU RAO HOSPITAL
LINGAYAS LALITA DEVI INSTITUTE
RAM MANOHAR LOHIA HOSPITAL
GURU NANAK COLLEGE OF EDUCATION
GURUTEK BAHADUR INSTITUTE OF MANAGEMENT
JIMS
KASTURBA INSTITUTE OF TECHNOLOGY
NATIONAL POWER TRAINING INSTITUTE
MAHAVIR SWAMI INSTITUTE OF TECHNOLOGY
SURAJMAL MEMORIAL EDUCATION SOCIETY
DELHI SCHOOL OF PROFESSIONAL STUDIES
IDEAL INSTITUTE OF MANAGEMENT AND TECH
JIMS VASANT KUNJ
AMITY
DELHI TEECHNICAL CAMPUS
KAMAL INSTITUTE
DIRD
ESIC DENTAL COLLEGE
ARYABHAT INSTITUTE OF TECHNOLOGY
HMR
BPIT",,,,,none
BrH3jyMrVSE,False,True,False,legacy_only,"Flexible Warrior Yoga, Health & Wellness",Karen Dubs,20161002,60.0,5150,v1,Karen Dubs,16.0,https://www.youtube.com/watch?v=BrH3jyMrVSE,"You know I'm a yoga teacher and a health coach but you might not know why... 

The journey began over 30 years ago and as is often the case in life, my struggles have been my greatest teachers......🌅 

For me, yoga, nutrition and essential oils helped me heal from the pain and fatigue that came with Lyme and Hashimoto's thyroiditis......❤️ 

Finding that balance between Willpower and Chillpower is why I founded Flexible Warrior yoga, health & wellness.....☯️ 

Everyone is a a warrior at some level. Whether you're an athlete, a stay-at-home mom or a corporate executive, we all want to look, feel and be our best 😍...... 

It's about finding the balance between""never give up"" and ""always let go"" ☯️...... 

www.flexiblewarrior.com


#myhealthcoachstory  #namaste #healthcoach #flexiblewarrior #willpower #chillpower #balance #recovery #resilience #holistichealth #selfcare #nourishyourbody #flexibility #sundayshare #yogateacher #workharder #worryless #eathealthy #dancemore #behappy #nevergiveup #alwaysletgo #thinkpositive #selflove #lymedisease #hashimotos #autoimmunewarrior",,,,,none
BrTzLPa_GkA,True,False,False,phase2_missing_transcript,Yoga for Self and Society  #Internationalyogaday2024 #yoga #yogaday2024,Crazy Videographer,20240619,478.0,43,phase2,,,,,,,,,none
BrqZXHcffDA,True,False,False,phase2_missing_transcript,10th International Day of Yoga - Yoga for self and Society ( LIVE ),ICCR IN SRI LANKA,20240622,4481.0,56,phase2,,,,,,,,,none
BsBq08AG2oA,False,True,False,legacy_only,Sajolang dance1,Vijay Sonam,20161202,15.0,1887,v1,Vijay Sonam,5.0,https://www.youtube.com/watch?v=BsBq08AG2oA,,,,,,none
BuMqyp2e69U,True,False,False,phase2_missing_transcript,Curtain raiser Yoga 2025 | Guyana | IDY 2025 | Yoga | Guyana heritage #yoga #video #ytshorts,Vamadeva Yoga,20250530,82.0,46,phase2,,,,,,,,,none
C12o2Cwl_u0,False,True,True,legacy_only_with_transcript,Yoga Chair Pose for Balance and Fall Prevention,Ann Swanson Wellness,20160603,249.0,2000,v1,Ann Swanson Wellness,28.0,https://www.youtube.com/watch?v=C12o2Cwl_u0,"Sign up for my newsletter for insights on wellness—from yoga and meditation to tai chi & beyond: https://www.annswansonwellness.com/
  
--- 

📌 Order _Meditation for the Real World_ book with bonuses: https://www.meditationfortherealworld.com

📌 Order _SCIENCE OF YOGA_ book with bonuses: https://scienceof.yoga

---

Ann Swanson is an international best-selling author of _SCIENCE OF YOGA_ and _Meditation for the Real World,_ with over 500,000 copies sold worldwide in 15+ languages. She has a Master of Science in Yoga Therapy, is a licensed massage therapist, and a Tai Chi for Health instructor who studies with Dr. Paul Lam.

---

Subscribe here: https://www.youtube.com/user/flexiblewellness?sub_confirmation=1",en-orig,1984.0,9801.0,data/transcripts/C12o2Cwl_u0.en-orig.txt,legacy_archive
