video_id,title,channel,upload_date,duration,view_count,source_corpus,uploader,like_count,webpage_url,description,has_transcript,word_count_x,status,filename,word_count_y,character_count
mZVIoVj-L4A,Inner Bliss Yoga & Wellness,Tina Dimes,20150525,12.0,22,v1,Tina Dimes,,https://www.youtube.com/watch?v=mZVIoVj-L4A,,True,53.0,transcript_available,mZVIoVj-L4A.en-orig.txt,53,279
Uj7KlwPMsKU,yoga Origin | part 1 - Who taught yoga?  | Sadhguru,Yogi Shiva Har Har mahadev,20190102,135.0,58,v1,Yogi Shiva Har Har mahadev,3.0,https://www.youtube.com/watch?v=Uj7KlwPMsKU,"In this video, Sadhguru speaks about How first 7 people known as saptharshis received Yoga from Adiyogi Shiva himself.
Also added some mesmerizing pictures to this video",True,584.0,transcript_available,Uj7KlwPMsKU.en-orig.txt,584,3410
cMqkFWlaguo,7 Yoga and Wellness Products We Love - October Edition,YouAligned,20161004,284.0,3870,v1,YouAligned,29.0,https://www.youtube.com/watch?v=cMqkFWlaguo,"The editors of YogiApproved.com love yoga and everything related to living a healthy and natural lifestyle. We pride ourselves on keeping our finger on the pulse of the industry, and we take reviewing the latest trends and products very seriously. Our Favorite Things is a monthly recurring article and video featuring all of our editor’s latest finds that we want to share with you!

Here are 7 yoga and yogic lifestyle products we are loving this month at YogiApproved.com:

Nickelodeon Kids Yoga Mats by Dragonfly Yoga
http://www.dfyoga.com/ninja-turtles-michelangelo-retro-yoga-mat


Marble Yoga Leggings by OMGI Yoga
http://omgiyoga.com/products/marble-leggings-essentials?variant=25643052550


Hazel Halter Crop Top by Montiel
http://www.montiel.com/collections/bras/products/hazel-halter-crop-in-eggplant


YogaSpheres by Mama Kuka
http://bit.ly/2dp4FMV


Leaf Infusion Deodorant from Blue Beautifly
https://www.bluebeautifly.com/shop/leaf-infusion-deodorant/


MONQ Zen + Vibrant Personal Essential Oil Diffuser
https://monq.com/blends/zen/


Matcha Latte and Maca Cold Brew by REBBL Elixir
http://rebbl.co/where-to-buy/


What were your favorite featured products? Please share any comments or questions below – we love hearing from you.
 
Thanks so much for watching!! Be sure to join us next month!


Come hang out with us at: http://www.yogiapproved.com/

Download our free ebook - 5 Tips to Live a Healthier life Now
http://www.yogiapproved.com/free-ebook/


Follow us on social: 

Facebook -
https://www.facebook.com/YogiApproved/

Instagram - 
https://www.instagram.com/yogiapproved/

Pinterest -
https://www.pinterest.com/yogiapproved/

Don't forget to subscribe to our YouTube channel for more product reviews and free yoga and wellness videos. :)",True,2328.0,transcript_available,cMqkFWlaguo.en-orig.txt,2328,12497
PNymhlAUL1M,Yoga Day preparations in full swing,Ministry of Information & Broadcasting,20150610,56.0,81,v1,Ministry of Information & Broadcasting,,https://www.youtube.com/watch?v=PNymhlAUL1M,Yoga Day preparations in full swing,True,439.0,transcript_available,PNymhlAUL1M.txt,439,2584
fys2jjfYeYw,Yogi Aaron International Yoga Day,Ashleigh Sergeant,20160619,17.0,221,v1,Ashleigh Sergeant,1.0,https://www.youtube.com/watch?v=fys2jjfYeYw,Costa Rican News,True,126.0,transcript_available,fys2jjfYeYw.en-orig.txt,126,653
Ec5yaorLl-M,Yoga Sutras 2.47,Gokulacandra,20160514,42.0,84,v1,Gokulacandra,1.0,https://www.youtube.com/watch?v=Ec5yaorLl-M,Infinite,True,177.0,transcript_available,Ec5yaorLl-M.en-orig.txt,177,993
1kEjSd8i7Wc,Concepts of Editing- I (CH-02),"CH 02: CEC-UGC 02: History, Culture & Philosophy",20180813,1441.0,449,v1,"CH 02: CEC-UGC 02: History, Culture & Philosophy",13.0,https://www.youtube.com/watch?v=1kEjSd8i7Wc,"Subject : Film Studies
Course : Film Technique
Keyword : SWAYAMPRABHA",True,4848.0,transcript_available,1kEjSd8i7Wc.en-orig.txt,4848,27851
y8aiwgZpzmo,The Secret to Solving all of your problems.,Amrit Yoga Institute,20150311,707.0,55173,v1,Amrit Yoga Institute,1084.0,https://www.youtube.com/watch?v=y8aiwgZpzmo,"Gurudev reveals the real cause of problems and the real solution to them.

Watch for the hysterical question and answer portion near the end of the video. 


Also, find out about programs offered at the Amrit Yoga Institute https://amrityoga.org/",True,4130.0,transcript_available,y8aiwgZpzmo.en-orig.txt,4130,21373
Z8ASYVjkEOg,Yoga Ayurveda a Wellness Center in Melbourne offering Yoga and Facial,Big Review TV,20151213,87.0,1859,v1,Big Review TV,4.0,https://www.youtube.com/watch?v=Z8ASYVjkEOg,"Yoga Therapy and Ayurveda Wellness Centre provides an authentic Ayurveda experience on the Sunshine Coast. They specialise in Ayurvedic Health Consultations, Ayurveda spa, and therapeutic treatments for healing on all levels of mind, body and spirit.

Ayurveda Yoga Wellness Centre
205 Gladstone Road Dandenong North Melbourne VIC Australia 3175
 
Watch Video Review by #BigReviewTV #JustPressPlay
BIG Profile: https://goo.gl/KTzHDC

View some of our Producers Picks https://goo.gl/YcfhFj

Download our FREE Big Review TV App to Create & Share your experiences and video reviews https://bigreviewtv.com/app
 
Follow BIG:
https://twitter.com/BigReviewTV
https://www.facebook.com/BigReviewTV
https://instagram.com/bigreviewtv/

Showcase your business:
https://bigreviewtv.com/contact-us
https://bigreviewtv.com/membership
info@bigreviewtv.com

Use Big Review TV to create, view and share videos about your experiences.",True,572.0,transcript_available,Z8ASYVjkEOg.en-orig.txt,572,3072
y7xNiREqa9M,Live from SWEAT Power Yoga on International Day of Yoga,SWEAT Power Yoga,20190627,3605.0,2013,v1,SWEAT Power Yoga,26.0,https://www.youtube.com/watch?v=y7xNiREqa9M,Join Ben Peterson for a 60 minute Baptiste yoga class in celebration of International Day of Yoga.,True,12510.0,transcript_available,y7xNiREqa9M.en-orig.txt,12510,67920
cU34euFNPN0,LTA - Fathers Loss 60sec TVC,In-House Production Fiji TV,20160212,61.0,497,v1,In-House Production Fiji TV,11.0,https://www.youtube.com/watch?v=cU34euFNPN0,"Client: Land Transport Authority of Fiji (LTA)
Program: TV Commercial
Title: Fathers Loss 
Duration: 60sec
Director: Robert Van Santen
Production: John Rabuatoka
Post Production: Robert Van Santen",True,243.0,transcript_available,cU34euFNPN0.en-orig.txt,243,1328
qAaqF8kgN4M,Bird - Beginners AcroYoga Tutorial,AcroYoga with Dao,20150724,604.0,149,v1,AcroYoga with Dao,1.0,https://www.youtube.com/watch?v=qAaqF8kgN4M,"www.youtube.com/user/dowerpower
www.facebook.com/yogidao
https://instagram.com/yogidao

This video demonstrates my helpful tips for Bird.

Remember Safety First! I strongly encourage flyers to hold positions on the ground and/or on a belly base before trying them on an L-base.  If you're serious about independent learning, consider investing in a set of mats. $88 dollars gets you 12 tiles, sufficient for most L-based acro.  http://goo.gl/eHMjdY

Whether you're completely new to ‪#‎acroyoga‬ or having trouble learning a particular ‪#‎pose‬ or ‪#‎washingmachine‬ there's something for you on my youtube channel ^_^
Beginner's http://goo.gl/tQHVOm
Intermediate http://goo.gl/OtdYGu
Advanced http://goo.gl/Bs5PrL

Excited about acro?  Share this with your friends on Facebook and Twitter!",True,5124.0,transcript_available,qAaqF8kgN4M.txt,5124,25661
M2NAu29ZxYc,Lectures on Yoga Sutras: Mind,SRCindia,20190503,357.0,1302,v1,SRCindia,,https://www.youtube.com/watch?v=M2NAu29ZxYc,"Excerpted from: Recorded live from lectures Swami Rama gave to the graduate students at the Himalayan Institute in Glenview, Illinois, in the late 1970s.

In this lecture Swami Rama explains that by having control over the modifications of mind we can attain a state that is free from all pain and miseries and become established in our essential nature.",True,1493.0,transcript_available,M2NAu29ZxYc.en-orig.txt,1493,8201
tptJW8Syu70,Hale Dil cover,Tushar Tripathi,20150127,117.0,317,v1,Tushar Tripathi,21.0,https://www.youtube.com/watch?v=tptJW8Syu70,IGDTUW prelim solo singing round TAARANGANA 15,True,199.0,transcript_available,tptJW8Syu70.txt,199,858
sgYj-8_vS2k,Launch Press Conference - Allen Institute for Cell Science,allen institute,20151210,1912.0,293,v1,allen institute,3.0,https://www.youtube.com/watch?v=sgYj-8_vS2k,"December 8, 2014 press conference announcing the launch of the Allen Institute for Cell Science.",True,13742.0,transcript_available,sgYj-8_vS2k.txt,13742,75699
lpphjLp9dW0,International Yoga Day: Opposition Gave Modi's Mega Event A Miss,India Today,20160622,1454.0,438,v1,India Today,1.0,https://www.youtube.com/watch?v=lpphjLp9dW0,"Steered by Prime Minister Narendra Modi, the International Yoga Day on Tuesday remained a politically divided event in India.
 
Several political leaders in different parts of the country chose to stay away from camps marking the second edition of what is now a UN-recognized annual yoga program.

India Today Television marks the entry of the nation’s most credible name in journalism - India Today into news television. Powered by a future-ready look and backed with the 40 year legacy of the India Today brand, the channel addresses the news consumption habits of an evolved digital-savvy audience while staying true to the journalistic principles of the India Today Group. 
With a paradigm shift in terms of television workflows and technology, the channel sets a new benchmark with a differentiated look. Innovative content formats and multiple news updates on the TV screen give immediacy and choice to the news viewer.

Follow us:
YouTube: https://www.youtube.com/channel/UCYPvAwZP8pZhSMW8qs7cVCw?sub_confirmation=1
Twitter: https://twitter.com/IndiaToday
Facebook: https://www.facebook.com/IndiaToday


Tags: Fast News,Breaking News,Top Headlines,Super fast news,Khabare Superfast,Superfast!,news,sensational news,political news,sports news,Super fast,Jawaharlal Nehru University,controversy,students,union leader,sedition,anti-national’ slogans,Kanhaiya Kumar,Rohith Vemula,Manish Sisodia,Juvenile,Delhi University Students Union,Jawaharlal Nehru University Students Union,JNUSU,Jantar Mantar,demonstrations,Union Finance Minister,Quota ,Arun Jaitley,criminal,defamation,Delhi Chief Minister,Patiala House,AAP,Arvind Kejriwal,DDCA,Salman Khan,Acquittal,Salman Khan (Film Actor),Bollywood,Bollywood Str,Asaduddin,Owaisi,AIMIM,Bharat Mata Ki Jai,RSS,Bombay High Court,Congress,Sonia Gandhi,Rahul Gandhi,trial court,National Herald case,Gandhi,Congress,BJP,National Herald,Subramanian Swamy,Pakistan,Narendra Modi,Nawaz Sharif,Pakistani Terrorists,Prime Minister, Narendra Modi, AgustaWestland Scam, Chopper Scam, Uttarakhand Crisis, Uttarakhand floor test, Supreme Court,Karan Thapar,Rajdeep Sardesai,Rahul Kanwal,Modi's Educational Qualification",True,11481.0,transcript_available,lpphjLp9dW0.en-orig.txt,11481,61209
BR2ypLeUvBY,Yoga for the First 6 Months of Pregnancy,Just Breathe,20160813,1939.0,106964,v1,Just Breathe,679.0,https://www.youtube.com/watch?v=BR2ypLeUvBY,"Yoga for your mind and body. This unique wellness program will improve your flexibility, strength, stamina, and balance while teaching you to let go of stress.  An exercise in love guaranteed to make your pregnancy more enjoyable.",True,11967.0,transcript_available,BR2ypLeUvBY.en-orig.txt,11967,63996
67TL2nk8bcI,Yoga For Inner Peace by Maureen Spencer:  Part 1,Mantram ,20150613,1793.0,1108,v1,Mantram ,10.0,https://www.youtube.com/watch?v=67TL2nk8bcI,"KKNKTV presents ""Yoga for Inner Peace"" for the 1st Yoga International Day June 21, 2015. Prime Minister Narendra Modi of course convinced the world to accept Yoga as a day of recognition; June 21st is the ""Wold Yoga Day"" starting from the year 2015.
While Patanjali is the authority on Yoga, B.K.S. Iyegar may be quoted as father of modern day international Yoga expansion.  Favorite Iyengar quote is: “How can you know God if you don’t know your own big toe?” 

http://nyti.ms/1Qr2Dre

Maureen is an accomplished Yoga Teacher and a Reike Master/Teacher apart from being an extremely caring and successful nurse.  
http://www.findinginnerpeace.com/

Suggested Yoga, Meditation and Chanting Mantras By KKNKTV
1) OM Chanting Mantra For Yoga & Meditation, Produced by Krishna Bhatta and Shri Raghvendra @ https://www.youtube.com/watch?v=NipuSKsq3Oc
2) Om Namah Shivay [Maha-Mantra] by Vijay Prakash, Produced by Krishna Bhatta and Shri Raghvendra @ https://www.youtube.com/watch?v=A6Ppc99SbmA
3) Krishnam Krishnam by Anup Jalota and Sadhana Sargam, Lyrics by Krishna Bhatta and Shri Raghvendra @ https://www.youtube.com/watch?v=CzILMJTNsQY
4) Three Yoga Essentials for International Yoga Day Talk By Krishna Bhatta @ https://www.youtube.com/watch?v=-uUZHLjVqOs",True,15413.0,transcript_available,67TL2nk8bcI.en-orig.txt,15413,80982
BMJ42xw7IC8,How Yoga College Supported My Life Outside Yoga Class,The Ayurveda and Yoga Institute,20180914,133.0,216,v1,The Ayurveda and Yoga Institute,1.0,https://www.youtube.com/watch?v=BMJ42xw7IC8,"Our 200-Hour Yoga College Teacher Training Program is so much more than just asana (the poses).  Whether you're seeking to teach or not, this program is sure to benefit you in unexpected and magnificent ways.  Don't take our word - listen to recent graduates speak about their off-the-mat takeaways.

Now Enrolling!  The Ayurveda and Yoga Institute's trainings are life-changing experiences.  To learn more message us or visit our website http://www.ayurvedayogainstitute.com/trainings/
---
Music Credit:
""Sekao"" by Delayde",True,1053.0,transcript_available,BMJ42xw7IC8.en-orig.txt,1053,5469
KdvIc1OCv8A,Women in Paradisefestival 2015 - Afke Reijenga,ratatouilletv,20150723,213.0,1575,v1,ratatouilletv,1.0,https://www.youtube.com/watch?v=KdvIc1OCv8A,"Yoga ceremonie op het Women in Paradisefestival
in Paradiso Amsterdam van Afke Reijenga ter ere van 
Internationale Vrouwendag met begeleiding van RaagMala Suite.",True,1003.0,transcript_available,KdvIc1OCv8A.txt,1003,4913
dvwixpYQqpo,"Celebrate Earth Peace through Self Peace on International Yoga Day, 21st June 2015",Yogiraj SatGurunath Siddhanath,20150623,33.0,2059,v1,Yogiraj SatGurunath Siddhanath,59.0,https://www.youtube.com/watch?v=dvwixpYQqpo,"Blessings from Yogiraj Sat Gurunath Siddhanath
 
The world is celebrating International Yoga Day on the 21st of June 2015, the summer solstice. In India it's considered an important day of transition from Uttarayan to Dakshinayan. The sun that was moving North pauses and starts moving South after this day, bringing in a period of creativity and deep contemplation after the activities of the period of Uttarayan. 

The practice of Siddhanath Surya Yoga on this day will bring great benefits to all.",True,111.0,transcript_available,dvwixpYQqpo.txt,111,623
MhLMPC5zjWc,ஆரோக்கியமான வாழ்க்கைக்கு யோகா | Yoga for Healthy Living | SAMS | SLCS Madurai,SAMS,20150620,1625.0,92,v1,SAMS,2.0,https://www.youtube.com/watch?v=MhLMPC5zjWc,"The term ""yoga"" comes from a Sanskrit word meaning ""union."" Yoga combines physical exercises, mental meditation, and breathing techniques to strengthen the muscles and relieve stress. To throw a spotlight on the use of  Yoga and its importance, A Special demonstration film on yoga has been produced by the Department of Film and Television Production of Subbalakshmi Lakshmipathy College of Science, Madurai

🎓 Welcome to the SAMS - School of Animation and Media Studies! 🎬

At our esteemed institution, we are dedicated to nurturing creative minds and empowering the next generation of visual storytellers. Explore our diverse array of cutting-edge programs designed to unleash your artistic potential towards a successful career in the dynamic world of animation, game design, development, VFX, and film production.

🌟 Programmes Offered:
1. B.Sc. Animation (Game Design and Development Specialization)
2. B.Sc. Animation (Visual Effects and Film Production Specialization)
3. M.Sc. Visual Communication
4. PG Diploma in Animation Techniques

🖌️ Dive into the World of Animation and learn the art of bringing characters, stories to life through state-of-the-art technology and industry-leading techniques.

🎮 Embark on a journey into the realm of Game Design and Development, where creativity meets innovation, and turn your passion for gaming into a lucrative career.

💥 Unleash your imagination in the realm of VFX, where you'll master the tools and techniques to create stunning Visual Effects that captivate audiences worldwide.

🎥 Immerse yourself in the art of Film Production and learn the ins and outs of every aspect of Filmmaking, from script to screen.

🔍 Connect with us:
Website: https://slcs.edu.in/service/b-sc-animation/
Facebook: https://www.facebook.com/AnimationSLCS/
Instagram: https://www.instagram.com/animationslcs/
LinkedIn: https://www.linkedin.com/company/school-of-animation-and-media-studies-sams-slcs/

Join our college of aspiring artists, collaborate with industry professionals, and embark on a journey of creativity and innovation like never before. Enrol today and let your imagination soar with the School of Animation and Media Studies! ✨

#Animation #GameDesign #VFX #FilmProduction #CreativeEducation #VisualStorytelling #ArtisticExpression #SAMS #SLCS #SLCSMadurai #GameDevelopment",True,6051.0,transcript_available,MhLMPC5zjWc.txt,6051,49082
Rf2sERzU0Lo,Health: Tips for preventing headache,DD News,20160711,149.0,187,v1,DD News,1.0,https://www.youtube.com/watch?v=Rf2sERzU0Lo,"Health: Tips for preventing headache

‘DD News’ is the News Channel of India's Public Service Broadcaster 'Prasar Bharati'. DD News has been successfully discharging its responsibility to give balanced, fair and accurate news without sensationalizing as well as by carrying different shades of opinion.

Follow DD News on Twitter (English): https://twitter.com/ddnewslive Twitter (Hindi):https://twitter.com/DDNewsHindi Face Book: https://www.facebook.com/DDNews
Visit DD News Website (English): www.ddinews.gov.in
Visit DD News Website (Hindi): http://ddinews.gov.in/Hindi/",True,1154.0,transcript_available,Rf2sERzU0Lo.en-orig.txt,1154,6672
N42eZHCExBo,Demonstration by the CYTER Team at International Day of Yoga 2015,ISCM of Sri Balaji Vidyapeeth,20150717,896.0,61,v1,ISCM of Sri Balaji Vidyapeeth,2.0,https://www.youtube.com/watch?v=N42eZHCExBo,The CYTER team led by Yogachemmal Dr Meena Ramanathan gives a special demonstration at the International Day of Yoga celebrations held at MGMCRI City Cnetre on 21 June 2015.,True,3454.0,transcript_available,N42eZHCExBo.txt,3454,19405
vQ7ZvPghdy8,What is the Purpose of Life? - Sadhguru,Sadhguru,20150220,784.0,6363172,v1,Sadhguru,117947.0,https://www.youtube.com/watch?v=vQ7ZvPghdy8,"Sadhguru answers a question about the purpose of life and explains why having a  ""god-given"" purpose will only restrict life. #SadhguruOnLife

#Sadhguru
Yogi, mystic and visionary, Sadhguru is a spiritual master with a difference. An arresting blend of profundity and pragmatism, his life and work serves as a reminder that yoga is a contemporary science, vitally relevant to our times. 

Sadhguru Exclusive (Register Now)
⚡ http://isha.co/ex-yt 

Sadhguru App (Download)
📱 http://onelink.to/sadhguru__app

Official Sadhguru Website 
🌎 http://isha.sadhguru.org 

Donate Towards Crafting A Conscious Planet
🙏 https://isha.sadhguru.org/sanghamitra

Offerings from Sadhguru in Challenging Times 
🌼 https://isha.sadhguru.org/sadhana-support

Guided Yoga & Meditations by Sadhguru (Free Online)
🌼 http://isha.sadhguru.org/5-min-practices
🌼 http://isha.sadhguru.org/IshaKriya

Inner Engineering Online Program
50% off  | FREE for COVID Warriors
🌼 http://isha.co/IEO-YT (Register Now)

Official Social Profiles of Sadhguru  (Subscribe)
🌐 https://youtube.com/sadhguru?sub_confirmation=1
🌐 https://facebook.com/sadhguru
🌐 https://instagram.com/sadhguru
🌐 https://twitter.com/SadhguruJV
🌐 https://t.me/Sadhguru",True,1684.0,transcript_available,vQ7ZvPghdy8.en.txt,1684,9178
fhbbwc5Q74I,Spl. report: Switzerland is ready to celebrate international yoga day,DD News,20160606,171.0,945,v1,DD News,10.0,https://www.youtube.com/watch?v=fhbbwc5Q74I,"Switzerland is ready to celebrate international yoga day
----------------------------------------------------------------------------------------
‘DD News’ is the News Channel of India's Public Service Broadcaster 'Prasar Bharati'. DD News has been successfully discharging its responsibility to give balanced, fair and accurate news without sensationalizing as well as by carrying different shades of opinion.

Follow DD News on Twitter (English): https://twitter.com/ddnewslive Twitter (Hindi):https://twitter.com/DDNewsHindi Face Book: https://www.facebook.com/DDNews
Visit DD News Website (English): www.ddinews.gov.in
Visit DD News Website (Hindi): http://ddinews.gov.in/Hindi/",True,1158.0,transcript_available,fhbbwc5Q74I.en.txt,1158,6386
ekcmhzhKMoM,Yoga Day invitation,RAMDAS PRABHU,20160619,50.0,3,v1,RAMDAS PRABHU,,https://www.youtube.com/watch?v=ekcmhzhKMoM,"best memories of last year...
Inviting you all for yoga day on 21st june @ morning 11.00 am.
For more details call-8600410009/42",True,276.0,transcript_available,ekcmhzhKMoM.en-orig.txt,276,1472
S37f0y5QLHg,Health for Humanity Yogathon - Surya Namaskar Yajna 2015 - San Antonio TX,Vinayak V. Astekar,20150218,271.0,111,v1,Vinayak V. Astekar,,https://www.youtube.com/watch?v=S37f0y5QLHg,"Health for Humanity Yogathon - Surya Namaskar Yajna 2015 - San Antonio TX - The Alamo. February 08, 2015",True,1235.0,transcript_available,S37f0y5QLHg.en-orig.txt,1235,6568
hDRgMd6DmIo,#yoga #yogapractice #yogateacher #internatonalyogaday #idy2023,vinisha gurnani,20230621,12.0,1317,v1,vinisha gurnani,20.0,https://www.youtube.com/watch?v=hDRgMd6DmIo,,True,8.0,transcript_available,hDRgMd6DmIo.en-orig.txt,8,53
3RIrHb19anM,AYM Yoga School students sharing yoga experiences,AYM Yoga School,20180509,321.0,82,v1,AYM Yoga School,1.0,https://www.youtube.com/watch?v=3RIrHb19anM,"AYM Yoga School students sharing yoga experiences.

Join us and learn more about yoga and meditation - www.indianyogaassociation.com",True,1365.0,transcript_available,3RIrHb19anM.en-orig.txt,1365,7242
TMmlL9bXdg0,Prakriti or Drishya ( Yoga sutra  Ch. 2. #  18 to21) -On 6-5-15,Yogi Shanti Desai,20150605,342.0,114,v1,Yogi Shanti Desai,1.0,https://www.youtube.com/watch?v=TMmlL9bXdg0,"Raja Yoga. Yoga Sutras of Patanjali. Written 200 BC.
www.yogishantidesai.com",True,1251.0,transcript_available,TMmlL9bXdg0.en-orig.txt,1251,6737
X7C8INDnWh0,Yoga & Wellness - Paradise Koh Yao | โยคะและสุขภาพบนเกาะยาวน้อย,SERENATA HOTELS,20150318,26.0,2051,v1,SERENATA HOTELS,2.0,https://www.youtube.com/watch?v=X7C8INDnWh0,"Recharge your mind and body with Yoga & Wellness @ Paradise Koh Yao 🌿 สถานที่เพื่อการฟื้นฟูทั้งร่างกายและจิตใจท่ามกลางธรรมชาติที่เงียบสงบของเกาะยาวน้อยในอ่าวพังงา

🧘‍♀️ โยคะ: คลาสโยคะกลางแจ้งพร้อมวิวทะเล
🌸 สุขภาพ: บริการนวดและสปาแบบไทยเพื่อผ่อนคลาย
🌴 บรรยากาศ: ผ่อนคลายกับธรรมชาติบริสุทธิ์และอากาศบริสุทธิ์
ให้เวลากับตัวเองในวันพักผ่อนสุดพิเศษ 🌞

🌐 ข้อมูลเพิ่มเติม: Paradise Koh Yao : https://www.paradise-kohyao.com/",True,8.0,transcript_available,X7C8INDnWh0.en-orig.txt,8,45
pVMoE6ISi0c,Tamil Short Flims - Mudhal Kanave - Award Winning Romantic - Tamil Short Film - Must Watch ❤❤❤❤,Red Pix 24x7,20170821,1960.0,59715,v1,Red Pix 24x7,568.0,https://www.youtube.com/watch?v=pVMoE6ISi0c,Tamil Short Flims - Mudhal Kanave - Award Winning Romantic - Tamil Short Film - Must Watch,True,4217.0,transcript_available,pVMoE6ISi0c.txt,4217,23406
JD1wlHhzQyE,Surya Namaskar - Sun Salutation - Sonnengruß,Felix Izostar Konnektor,20150421,540.0,172,v1,Felix Izostar Konnektor,1.0,https://www.youtube.com/watch?v=JD1wlHhzQyE,"10x salutations to the sun 
visit ----  felix-the-net.tumblr.com
ॐ ॐ ॐ",True,28.0,transcript_available,JD1wlHhzQyE.en.txt,28,102
G0yaF7rw928,"Humanity is Headed for Disaster, Unless... | Sadhguru | World Population Day 2018",Sadhguru,20151023,504.0,86671,v1,Sadhguru,1862.0,https://www.youtube.com/watch?v=G0yaF7rw928,"Sadhguru looks at how human population today stands at 7.3 billion. No matter how much we strive, irrespective of how efficient our vehicles and devices get, the planet will be insufficient if human population continues to grow. Unfortunately, no one seems to want to address this fundamental issue of expanding human population, Sadhguru says.

#Sadhguru
Yogi, mystic and visionary, Sadhguru is a spiritual master with a difference. An arresting blend of profundity and pragmatism, his life and work serves as a reminder that yoga is a contemporary science, vitally relevant to our times. 

Sadhguru Exclusive (Register Now)
⚡ http://isha.co/ex-yt 

Sadhguru App (Download)
📱 http://onelink.to/sadhguru__app

Official Sadhguru Website 
🌎 http://isha.sadhguru.org 

Donate Towards Crafting A Conscious Planet
🙏 http://isha.co/sanghamitra-yt

Offerings from Sadhguru in Challenging Times 
🌼 https://isha.sadhguru.org/sadhana-support

Guided Yoga & Meditations by Sadhguru (Free Online)
🌼 http://isha.sadhguru.org/5-min-practices
🌼 http://isha.sadhguru.org/IshaKriya

Inner Engineering Online Program
🌼 http://isha.co/IEO-YT (Register Now)

Official Social Profiles of Sadhguru  (Subscribe)
🌐 https://youtube.com/sadhguru?sub_confirmation=1
🌐 https://facebook.com/sadhguru
🌐 https://instagram.com/sadhguru
🌐 https://twitter.com/SadhguruJV
🌐 https://t.me/Sadhguru",True,2276.0,transcript_available,G0yaF7rw928.en-orig.txt,2276,12176
gQ03slMQ8ko,Yoga for Cancer Recovery at Wellspring Cancer Support Network,Wellspring Cancer Support,20150414,64.0,3491,v1,Wellspring Cancer Support,1.0,https://www.youtube.com/watch?v=gQ03slMQ8ko,,True,334.0,transcript_available,gQ03slMQ8ko.en-orig.txt,334,2243
v4keIoV9bL0,Dr. Chinmay Pandya on TV Interview DD-News Special International Yoga Day,Shantikunjvideo Gayatri Pariwar,20150621,1031.0,10614,v1,Shantikunjvideo Gayatri Pariwar,275.0,https://www.youtube.com/watch?v=v4keIoV9bL0,"Dr. Chinmay Pandya Message For ""The International Day of Yoga"" 

Do Like, Comment, Share & Subscribe to the channel!

Click The Below Link To SUBSCRIBE:
https://www.youtube.com/user/shantikunjvideo/videos

Like us on Facebook:
https://www.facebook.com/GayatriPariwaar

Follow us on twitter:
https://twitter.com/AWGPharidwar

Log on to our website:
http://www.awgp.org",True,9940.0,transcript_available,v4keIoV9bL0.txt,9940,46269
JhLECip4b4I,Fast Back Pain Relief! - 15 Minute Yoga Stretches For Back Pain & Sciatica Relief Exercises,PsycheTruth,20150406,1051.0,216158,v1,PsycheTruth,2931.0,https://www.youtube.com/watch?v=JhLECip4b4I,"♥ Our FREE Yoga App for Apple: https://apple.co/2MhqR8n
♥ Our FREE Yoga App for Android: https://bit.ly/2MidhBO
♥ Help Support This Channel: http://www.patreon.com/psychetruth
130+ Exclusive Videos @ http://www.psychetruthpatrons.com 
↓ Follow Me! Social Media Links Below ↓

Fast Back Pain Relief! - 15 Minute Yoga Stretches For Back Pain & Sciatica Relief Exercises 

Meera and Katrina go through a simple yoga routine for fast back pain relief. This follow along at home yoga workout contains stretches and back pain exercises to help you feel better quickly. 

Meera Hoffman & Katrina Rupman teach Yoga classes in Austin, Texas.

Visit Meera Hoffman's website at;
http://www.meerahoffman.com 

Visit Katrina Repman's Website at; 
http://www.katrinarepman.com

Complete List of Meera & Katrina Videos 
https://www.youtube.com/playlist?list=PLvP8YsX0ebXZN64VNHMSLZtHatfnaZaSm

♥ Follow our Social Media
https://www.instagram.com/psychetruth
http://www.facebook.com/psychetruthvideos
http://www.twitter.com/psychetruth

Related Videos 

Beginners Yoga For Deep Relaxation, Sleep, Insomnia, Anxiety & Stress Relief
https://www.youtube.com/watch?v=NUGOgn3Llrw

Yoga for Relaxation and Stress Relief, Beginners Home Stretching Exercises Workout
https://www.youtube.com/watch?v=XG5s1x47hBw

How to Yoga Back Pain Relief Stretches and Exercises, Beginners Low Back Pain & Sciatica
https://www.youtube.com/watch?v=enZAPsULaC4

Music by iChill Music Factory 
http://www.ichillmusic.com 
Song: Secret of India    
Album: Gaia 

© Copyright 2015 Target Public Media, LLC. All Rights Reserved. #Psychetruth #WellnessPlus",True,6889.0,transcript_available,JhLECip4b4I.en-orig.txt,6889,35930
Ai75uMYMreQ,Yoga Day Interview with AYUSH Minister Shri Shripad Yesso Naik,G28 News,20150621,875.0,347,v1,G28 News,,https://www.youtube.com/watch?v=Ai75uMYMreQ,Yoga Day Interview with AYUSH Minister Shri Shripad Yesso Naik,True,5093.0,transcript_available,Ai75uMYMreQ.en.txt,5093,27396
